participant,age,female,vignette,stem,condition,medium,severity,wrt
57,19,1,12,6,bullying,online,3,3
57,19,1,13,1,harassment,offline,4,4
57,19,1,14,2,harassment,offline,4,4
57,19,1,15,3,harassment,offline,4,4
57,19,1,16,4,harassment,offline,4,4
57,19,1,17,5,harassment,offline,4,4
57,19,1,18,6,harassment,offline,4,4
57,19,1,19,1,harassment,online,4,4
57,19,1,20,2,harassment,online,4,4
57,19,1,21,3,harassment,online,4,4
57,19,1,22,4,harassment,online,4,4
57,19,1,23,5,harassment,online,4,3
57,19,1,24,6,harassment,online,4,4
58,19,1,1,1,bullying,offline,4,4
58,19,1,2,2,bullying,offline,4,4
58,19,1,3,3,bullying,offline,4,4
58,19,1,4,4,bullying,offline,4,4
58,19,1,5,5,bullying,offline,4,4
58,19,1,6,6,bullying,offline,3,3
58,19,1,7,1,bullying,online,5,4
58,19,1,8,2,bullying,online,5,4
58,19,1,9,3,bullying,online,5,4
58,19,1,10,4,bullying,online,5,4
58,19,1,11,5,bullying,online,5,4
58,19,1,12,6,bullying,online,5,4
58,19,1,13,1,harassment,offline,5,5
58,19,1,14,2,harassment,offline,5,5
58,19,1,15,3,harassment,offline,5,4
58,19,1,16,4,harassment,offline,5,4
58,19,1,17,5,harassment,offline,5,5
58,19,1,18,6,harassment,offline,5,5
58,19,1,19,1,harassment,online,5,5
58,19,1,20,2,harassment,online,5,4
58,19,1,21,3,harassment,online,5,5
58,19,1,22,4,harassment,online,5,4
58,19,1,23,5,harassment,online,5,4
58,19,1,24,6,harassment,online,5,5
59,19,1,1,1,bullying,offline,5,5
59,19,1,2,2,bullying,offline,5,4
59,19,1,3,3,bullying,offline,5,3
59,19,1,4,4,bullying,offline,4,5
59,19,1,5,5,bullying,offline,5,4
59,19,1,6,6,bullying,offline,4,3
59,19,1,7,1,bullying,online,4,5
59,19,1,8,2,bullying,online,5,5
59,19,1,9,3,bullying,online,4,4
59,19,1,10,4,bullying,online,3,4
59,19,1,11,5,bullying,online,5,5
59,19,1,12,6,bullying,online,5,4
59,19,1,13,1,harassment,offline,5,4
59,19,1,14,2,harassment,offline,5,5
59,19,1,15,3,harassment,offline,5,5
59,19,1,16,4,harassment,offline,2,2
59,19,1,17,5,harassment,offline,5,5
59,19,1,18,6,harassment,offline,5,5
59,19,1,19,1,harassment,online,5,5
59,19,1,20,2,harassment,online,5,5
59,19,1,21,3,harassment,online,4,5
59,19,1,22,4,harassment,online,3,3
59,19,1,23,5,harassment,online,5,5
59,19,1,24,6,harassment,online,5,5
60,24,1,1,1,bullying,offline,4,3
60,24,1,2,2,bullying,offline,3,2
60,24,1,3,3,bullying,offline,2,1
60,24,1,4,4,bullying,offline,4,3
60,24,1,5,5,bullying,offline,3,2
60,24,1,6,6,bullying,offline,2,1
60,24,1,7,1,bullying,online,4,3
60,24,1,8,2,bullying,online,4,3
60,24,1,9,3,bullying,online,4,3
60,24,1,10,4,bullying,online,4,3
60,24,1,11,5,bullying,online,4,2
60,24,1,12,6,bullying,online,4,2
60,24,1,13,1,harassment,offline,3,2
60,24,1,14,2,harassment,offline,4,3
60,24,1,15,3,harassment,offline,3,2
60,24,1,16,4,harassment,offline,2,2
60,24,1,17,5,harassment,offline,4,3
60,24,1,18,6,harassment,offline,3,2
60,24,1,19,1,harassment,online,4,3
60,24,1,20,2,harassment,online,2,3
60,24,1,21,3,harassment,online,4,4
60,24,1,22,4,harassment,online,2,2
60,24,1,23,5,harassment,online,3,3
60,24,1,24,6,harassment,online,4,3
61,21,1,1,1,bullying,offline,5,5
61,21,1,2,2,bullying,offline,4,3
61,21,1,3,3,bullying,offline,3,1
61,21,1,4,4,bullying,offline,5,5
61,21,1,5,5,bullying,offline,4,3
61,21,1,6,6,bullying,offline,3,1
61,21,1,7,1,bullying,online,5,5
61,21,1,8,2,bullying,online,4,3
61,21,1,9,3,bullying,online,4,4
61,21,1,10,4,bullying,online,5,5
61,21,1,11,5,bullying,online,3,3
61,21,1,12,6,bullying,online,4,4
61,21,1,13,1,harassment,offline,5,5
61,21,1,14,2,harassment,offline,4,5
61,21,1,15,3,harassment,offline,5,4
61,21,1,16,4,harassment,offline,3,3
61,21,1,17,5,harassment,offline,5,5
61,21,1,18,6,harassment,offline,4,4
61,21,1,19,1,harassment,online,5,5
61,21,1,20,2,harassment,online,4,4
61,21,1,21,3,harassment,online,4,5
61,21,1,22,4,harassment,online,3,3
61,21,1,23,5,harassment,online,4,4
61,21,1,24,6,harassment,online,4,5
62,24,1,1,1,bullying,offline,5,5
62,24,1,2,2,bullying,offline,4,4
62,24,1,3,3,bullying,offline,3,2
62,24,1,4,4,bullying,offline,5,5
62,24,1,5,5,bullying,offline,4,4
62,24,1,6,6,bullying,offline,3,3
62,24,1,7,1,bullying,online,3,5
62,24,1,8,2,bullying,online,3,5
62,24,1,9,3,bullying,online,4,5
62,24,1,10,4,bullying,online,3,5
62,24,1,11,5,bullying,online,3,5
62,24,1,12,6,bullying,online,4,5
62,24,1,13,1,harassment,offline,5,5
62,24,1,14,2,harassment,offline,4,5
62,24,1,15,3,harassment,offline,5,5
62,24,1,16,4,harassment,offline,5,5
62,24,1,17,5,harassment,offline,4,5
62,24,1,18,6,harassment,offline,5,5
62,24,1,19,1,harassment,online,4,5
62,24,1,20,2,harassment,online,3,3
62,24,1,21,3,harassment,online,5,5
62,24,1,22,4,harassment,online,4,5
62,24,1,23,5,harassment,online,3,3
62,24,1,24,6,harassment,online,5,5
63,22,1,1,1,bullying,offline,5,5
63,22,1,2,2,bullying,offline,5,5
63,22,1,3,3,bullying,offline,5,3
63,22,1,4,4,bullying,offline,5,5
63,22,1,5,5,bullying,offline,5,5
63,22,1,6,6,bullying,offline,5,3
63,22,1,7,1,bullying,online,5,5
63,22,1,8,2,bullying,online,5,5
63,22,1,9,3,bullying,online,5,5
63,22,1,10,4,bullying,online,5,5
63,22,1,11,5,bullying,online,5,5
63,22,1,12,6,bullying,online,5,5
63,22,1,13,1,harassment,offline,5,5
63,22,1,14,2,harassment,offline,5,4
63,22,1,15,3,harassment,offline,5,5
63,22,1,16,4,harassment,offline,5,5
63,22,1,17,5,harassment,offline,5,4
63,22,1,18,6,harassment,offline,5,5
63,22,1,19,1,harassment,online,5,5
63,22,1,20,2,harassment,online,5,5
63,22,1,21,3,harassment,online,5,5
63,22,1,22,4,harassment,online,5,5
63,22,1,23,5,harassment,online,5,5
63,22,1,24,6,harassment,online,5,5
64,23,1,1,1,bullying,offline,3,2
64,23,1,2,2,bullying,offline,3,3
64,23,1,3,3,bullying,offline,3,3
64,23,1,4,4,bullying,offline,2,2
64,23,1,5,5,bullying,offline,3,3
64,23,1,6,6,bullying,offline,2,1
64,23,1,7,1,bullying,online,3,2
64,23,1,8,2,bullying,online,4,4
64,23,1,9,3,bullying,online,4,4
64,23,1,10,4,bullying,online,2,2
64,23,1,11,5,bullying,online,4,4
64,23,1,12,6,bullying,online,3,3
64,23,1,13,1,harassment,offline,4,3
64,23,1,14,2,harassment,offline,5,5
64,23,1,15,3,harassment,offline,5,5
64,23,1,16,4,harassment,offline,3,3
64,23,1,17,5,harassment,offline,4,4
64,23,1,18,6,harassment,offline,4,4
64,23,1,19,1,harassment,online,3,3
64,23,1,20,2,harassment,online,4,4
64,23,1,21,3,harassment,online,4,4
64,23,1,22,4,harassment,online,3,3
64,23,1,23,5,harassment,online,3,3
64,23,1,24,6,harassment,online,4,4
65,20,1,1,1,bullying,offline,4,4
65,20,1,2,2,bullying,offline,5,5
65,20,1,3,3,bullying,offline,3,4
65,20,1,4,4,bullying,offline,4,4
65,20,1,5,5,bullying,offline,5,5
65,20,1,6,6,bullying,offline,3,3
65,20,1,7,1,bullying,online,4,4
65,20,1,8,2,bullying,online,5,3
65,20,1,9,3,bullying,online,5,5
65,20,1,10,4,bullying,online,5,4
65,20,1,11,5,bullying,online,5,3
65,20,1,12,6,bullying,online,4,4
65,20,1,13,1,harassment,offline,5,5
65,20,1,14,2,harassment,offline,5,5
65,20,1,15,3,harassment,offline,5,5
65,20,1,16,4,harassment,offline,5,5
65,20,1,17,5,harassment,offline,5,5
65,20,1,18,6,harassment,offline,5,5
65,20,1,19,1,harassment,online,5,5
65,20,1,20,2,harassment,online,5,5
65,20,1,21,3,harassment,online,5,5
65,20,1,22,4,harassment,online,5,5
65,20,1,23,5,harassment,online,3,3
65,20,1,24,6,harassment,online,4,5
66,21,0,1,1,bullying,offline,5,5
66,21,0,2,2,bullying,offline,3,3
66,21,0,3,3,bullying,offline,4,2
66,21,0,4,4,bullying,offline,5,3
66,21,0,5,5,bullying,offline,4,3
66,21,0,6,6,bullying,offline,2,1
66,21,0,7,1,bullying,online,4,3
66,21,0,8,2,bullying,online,4,3
66,21,0,9,3,bullying,online,2,4
66,21,0,10,4,bullying,online,2,1
66,21,0,11,5,bullying,online,4,2
66,21,0,12,6,bullying,online,4,3
66,21,0,13,1,harassment,offline,5,5
66,21,0,14,2,harassment,offline,5,3
66,21,0,15,3,harassment,offline,5,5
66,21,0,16,4,harassment,offline,5,5
66,21,0,17,5,harassment,offline,4,4
66,21,0,18,6,harassment,offline,5,5
66,21,0,19,1,harassment,online,4,4
66,21,0,20,2,harassment,online,3,2
66,21,0,21,3,harassment,online,5,4
66,21,0,22,4,harassment,online,4,3
66,21,0,23,5,harassment,online,5,3
66,21,0,24,6,harassment,online,5,5
67,21,1,1,1,bullying,offline,5,4
67,21,1,2,2,bullying,offline,4,4
67,21,1,3,3,bullying,offline,4,3
67,21,1,4,4,bullying,offline,4,4
67,21,1,5,5,bullying,offline,4,3
67,21,1,6,6,bullying,offline,4,3
67,21,1,7,1,bullying,online,5,5
67,21,1,8,2,bullying,online,5,4
67,21,1,9,3,bullying,online,5,5
67,21,1,10,4,bullying,online,4,4
67,21,1,11,5,bullying,online,4,4
67,21,1,12,6,bullying,online,5,4
67,21,1,13,1,harassment,offline,5,4
67,21,1,14,2,harassment,offline,5,5
67,21,1,15,3,harassment,offline,5,5
67,21,1,16,4,harassment,offline,4,3
67,21,1,17,5,harassment,offline,5,4
67,21,1,18,6,harassment,offline,5,5
67,21,1,19,1,harassment,online,4,4
67,21,1,20,2,harassment,online,4,4
67,21,1,21,3,harassment,online,5,5
67,21,1,22,4,harassment,online,4,4
67,21,1,23,5,harassment,online,4,4
67,21,1,24,6,harassment,online,5,5
68,19,1,1,1,bullying,offline,5,5
68,19,1,2,2,bullying,offline,4,2
68,19,1,3,3,bullying,offline,3,2
68,19,1,4,4,bullying,offline,5,5
68,19,1,5,5,bullying,offline,4,2
68,19,1,6,6,bullying,offline,3,2
68,19,1,7,1,bullying,online,4,5
68,19,1,8,2,bullying,online,5,5
68,19,1,9,3,bullying,online,4,5
68,19,1,10,4,bullying,online,2,5
68,19,1,11,5,bullying,online,4,5
68,19,1,12,6,bullying,online,3,5
68,19,1,13,1,harassment,offline,5,5
68,19,1,14,2,harassment,offline,4,3
68,19,1,15,3,harassment,offline,5,5
68,19,1,16,4,harassment,offline,4,4
68,19,1,17,5,harassment,offline,4,3
68,19,1,18,6,harassment,offline,5,5
68,19,1,19,1,harassment,online,5,5
68,19,1,20,2,harassment,online,5,5
68,19,1,21,3,harassment,online,3,4
68,19,1,22,4,harassment,online,4,5
68,19,1,23,5,harassment,online,3,4
68,19,1,24,6,harassment,online,5,5
69,22,1,1,1,bullying,offline,5,5
69,22,1,2,2,bullying,offline,5,5
69,22,1,3,3,bullying,offline,2,1
69,22,1,4,4,bullying,offline,5,5
69,22,1,5,5,bullying,offline,5,5
69,22,1,6,6,bullying,offline,2,1
69,22,1,7,1,bullying,online,5,5
69,22,1,8,2,bullying,online,5,5
69,22,1,9,3,bullying,online,4,3
69,22,1,10,4,bullying,online,5,5
69,22,1,11,5,bullying,online,5,5
69,22,1,12,6,bullying,online,4,3
69,22,1,13,1,harassment,offline,5,5
69,22,1,14,2,harassment,offline,5,5
69,22,1,15,3,harassment,offline,5,5
69,22,1,16,4,harassment,offline,4,3
69,22,1,17,5,harassment,offline,5,5
69,22,1,18,6,harassment,offline,5,5
69,22,1,19,1,harassment,online,5,5
69,22,1,20,2,harassment,online,5,5
69,22,1,21,3,harassment,online,4,4
69,22,1,22,4,harassment,online,4,4
69,22,1,23,5,harassment,online,3,4
69,22,1,24,6,harassment,online,5,5
70,21,1,1,1,bullying,offline,5,4
70,21,1,2,2,bullying,offline,5,5
70,21,1,3,3,bullying,offline,1,1
70,21,1,4,4,bullying,offline,5,4
70,21,1,5,5,bullying,offline,5,5
70,21,1,6,6,bullying,offline,1,1
70,21,1,7,1,bullying,online,4,3
70,21,1,8,2,bullying,online,3,3
70,21,1,9,3,bullying,online,3,2
70,21,1,10,4,bullying,online,3,2
70,21,1,11,5,bullying,online,5,3
70,21,1,12,6,bullying,online,5,2
70,21,1,13,1,harassment,offline,4,3
70,21,1,14,2,harassment,offline,5,5
70,21,1,15,3,harassment,offline,4,2
70,21,1,16,4,harassment,offline,3,2
70,21,1,17,5,harassment,offline,3,3
70,21,1,18,6,harassment,offline,5,5
70,21,1,19,1,harassment,online,5,1
70,21,1,20,2,harassment,online,5,5
70,21,1,21,3,harassment,online,5,3
70,21,1,22,4,harassment,online,5,3
70,21,1,23,5,harassment,online,5,3
70,21,1,24,6,harassment,online,4,3
71,18,1,1,1,bullying,offline,5,5
71,18,1,2,2,bullying,offline,4,4
71,18,1,3,3,bullying,offline,3,2
71,18,1,4,4,bullying,offline,5,5
71,18,1,5,5,bullying,offline,4,4
71,18,1,6,6,bullying,offline,2,2
71,18,1,7,1,bullying,online,5,4
71,18,1,8,2,bullying,online,5,3
71,18,1,9,3,bullying,online,5,4
71,18,1,10,4,bullying,online,5,4
71,18,1,11,5,bullying,online,5,3
71,18,1,12,6,bullying,online,5,4
71,18,1,13,1,harassment,offline,3,3
71,18,1,14,2,harassment,offline,4,4
71,18,1,15,3,harassment,offline,4,4
71,18,1,16,4,harassment,offline,2,1
71,18,1,17,5,harassment,offline,4,4
71,18,1,18,6,harassment,offline,4,4
71,18,1,19,1,harassment,online,4,4
71,18,1,20,2,harassment,online,3,2
71,18,1,21,3,harassment,online,4,3
71,18,1,22,4,harassment,online,3,2
71,18,1,23,5,harassment,online,4,2
71,18,1,24,6,harassment,online,4,3
72,19,1,1,1,bullying,offline,3,2
72,19,1,2,2,bullying,offline,4,3
72,19,1,3,3,bullying,offline,3,3
72,19,1,4,4,bullying,offline,4,3
72,19,1,5,5,bullying,offline,3,3
72,19,1,6,6,bullying,offline,3,3
72,19,1,7,1,bullying,online,3,2
72,19,1,8,2,bullying,online,3,2
72,19,1,9,3,bullying,online,3,2
72,19,1,10,4,bullying,online,3,2
72,19,1,11,5,bullying,online,3,2
72,19,1,12,6,bullying,online,3,2
72,19,1,13,1,harassment,offline,4,4
72,19,1,14,2,harassment,offline,3,3
72,19,1,15,3,harassment,offline,4,4
72,19,1,16,4,harassment,offline,4,4
72,19,1,17,5,harassment,offline,3,3
72,19,1,18,6,harassment,offline,4,4
72,19,1,19,1,harassment,online,5,4
72,19,1,20,2,harassment,online,4,4
72,19,1,21,3,harassment,online,4,4
72,19,1,22,4,harassment,online,4,4
72,19,1,23,5,harassment,online,4,4
72,19,1,24,6,harassment,online,4,3
73,18,0,1,1,bullying,offline,3,4
73,18,0,2,2,bullying,offline,2,2
73,18,0,3,3,bullying,offline,1,1
73,18,0,4,4,bullying,offline,3,4
73,18,0,5,5,bullying,offline,2,2
73,18,0,6,6,bullying,offline,1,1
73,18,0,7,1,bullying,online,1,1
73,18,0,8,2,bullying,online,2,1
73,18,0,9,3,bullying,online,1,1
73,18,0,10,4,bullying,online,4,4
73,18,0,11,5,bullying,online,2,1
73,18,0,12,6,bullying,online,1,1
73,18,0,13,1,harassment,offline,1,1
73,18,0,14,2,harassment,offline,4,5
73,18,0,15,3,harassment,offline,4,5
73,18,0,16,4,harassment,offline,1,1
73,18,0,17,5,harassment,offline,3,4
73,18,0,18,6,harassment,offline,4,5
73,18,0,19,1,harassment,online,3,4
73,18,0,20,2,harassment,online,5,5
73,18,0,21,3,harassment,online,3,4
73,18,0,22,4,harassment,online,1,1
73,18,0,23,5,harassment,online,5,5
73,18,0,24,6,harassment,online,4,5
74,19,1,1,1,bullying,offline,3,3
74,19,1,2,2,bullying,offline,5,5
74,19,1,3,3,bullying,offline,2,2
74,19,1,4,4,bullying,offline,3,2
74,19,1,5,5,bullying,offline,4,4
74,19,1,6,6,bullying,offline,3,2
74,19,1,7,1,bullying,online,4,5
74,19,1,8,2,bullying,online,4,4
74,19,1,9,3,bullying,online,5,5
74,19,1,10,4,bullying,online,4,4
74,19,1,11,5,bullying,online,4,5
74,19,1,12,6,bullying,online,5,5
74,19,1,13,1,harassment,offline,5,5
74,19,1,14,2,harassment,offline,4,5
74,19,1,15,3,harassment,offline,5,5
74,19,1,16,4,harassment,offline,3,3
74,19,1,17,5,harassment,offline,5,5
74,19,1,18,6,harassment,offline,5,5
74,19,1,19,1,harassment,online,5,5
74,19,1,20,2,harassment,online,5,5
74,19,1,21,3,harassment,online,5,5
74,19,1,22,4,harassment,online,4,4
74,19,1,23,5,harassment,online,5,5
74,19,1,24,6,harassment,online,5,5
75,19,1,1,1,bullying,offline,5,5
75,19,1,2,2,bullying,offline,5,4
75,19,1,3,3,bullying,offline,3,2
75,19,1,4,4,bullying,offline,5,3
75,19,1,5,5,bullying,offline,5,4
75,19,1,6,6,bullying,offline,4,2
75,19,1,7,1,bullying,online,5,4
75,19,1,8,2,bullying,online,5,3
75,19,1,9,3,bullying,online,3,2
75,19,1,10,4,bullying,online,4,4
75,19,1,11,5,bullying,online,4,3
75,19,1,12,6,bullying,online,4,3
75,19,1,13,1,harassment,offline,3,2
75,19,1,14,2,harassment,offline,5,4
75,19,1,15,3,harassment,offline,5,3
75,19,1,16,4,harassment,offline,5,4
75,19,1,17,5,harassment,offline,5,4
75,19,1,18,6,harassment,offline,4,2
75,19,1,19,1,harassment,online,3,2
75,19,1,20,2,harassment,online,4,3
75,19,1,21,3,harassment,online,5,4
75,19,1,22,4,harassment,online,3,2
75,19,1,23,5,harassment,online,5,3
75,19,1,24,6,harassment,online,5,3
76,22,1,1,1,bullying,offline,4,5
76,22,1,2,2,bullying,offline,5,5
76,22,1,3,3,bullying,offline,4,4
76,22,1,4,4,bullying,offline,5,5
76,22,1,5,5,bullying,offline,5,5
76,22,1,6,6,bullying,offline,3,3
76,22,1,7,1,bullying,online,5,5
76,22,1,8,2,bullying,online,5,5
76,22,1,9,3,bullying,online,5,5
76,22,1,10,4,bullying,online,5,5
76,22,1,11,5,bullying,online,5,5
76,22,1,12,6,bullying,online,5,5
76,22,1,13,1,harassment,offline,3,3
76,22,1,14,2,harassment,offline,5,5
76,22,1,15,3,harassment,offline,5,5
76,22,1,16,4,harassment,offline,2,2
76,22,1,17,5,harassment,offline,5,5
76,22,1,18,6,harassment,offline,5,5
76,22,1,19,1,harassment,online,5,5
76,22,1,20,2,harassment,online,5,5
76,22,1,21,3,harassment,online,5,5
76,22,1,22,4,harassment,online,1,1
76,22,1,23,5,harassment,online,3,4
76,22,1,24,6,harassment,online,5,5
77,21,1,1,1,bullying,offline,1,1
77,21,1,2,2,bullying,offline,3,1
77,21,1,3,3,bullying,offline,3,2
77,21,1,4,4,bullying,offline,5,3
77,21,1,5,5,bullying,offline,1,1
77,21,1,6,6,bullying,offline,1,1
77,21,1,7,1,bullying,online,2,2
77,21,1,8,2,bullying,online,2,1
77,21,1,9,3,bullying,online,1,1
77,21,1,10,4,bullying,online,2,1
77,21,1,11,5,bullying,online,3,2
77,21,1,12,6,bullying,online,1,3
77,21,1,13,1,harassment,offline,2,1
77,21,1,14,2,harassment,offline,5,5
77,21,1,15,3,harassment,offline,4,2
77,21,1,16,4,harassment,offline,4,3
77,21,1,17,5,harassment,offline,5,5
77,21,1,18,6,harassment,offline,4,5
77,21,1,19,1,harassment,online,3,3
77,21,1,20,2,harassment,online,3,2
77,21,1,21,3,harassment,online,2,2
77,21,1,22,4,harassment,online,2,2
77,21,1,23,5,harassment,online,5,5
77,21,1,24,6,harassment,online,5,5
78,21,1,1,1,bullying,offline,4,5
78,21,1,2,2,bullying,offline,4,4
78,21,1,3,3,bullying,offline,4,3
78,21,1,4,4,bullying,offline,5,5
78,21,1,5,5,bullying,offline,4,4
78,21,1,6,6,bullying,offline,3,2
78,21,1,7,1,bullying,online,4,4
78,21,1,8,2,bullying,online,4,4
78,21,1,9,3,bullying,online,4,5
78,21,1,10,4,bullying,online,5,5
78,21,1,11,5,bullying,online,4,4
78,21,1,12,6,bullying,online,3,3
78,21,1,13,1,harassment,offline,5,4
78,21,1,14,2,harassment,offline,5,5
78,21,1,15,3,harassment,offline,5,5
78,21,1,16,4,harassment,offline,4,4
78,21,1,17,5,harassment,offline,5,5
78,21,1,18,6,harassment,offline,5,5
78,21,1,19,1,harassment,online,4,3
78,21,1,20,2,harassment,online,4,4
78,21,1,21,3,harassment,online,5,5
78,21,1,22,4,harassment,online,4,4
78,21,1,23,5,harassment,online,4,3
78,21,1,24,6,harassment,online,5,5
79,23,1,1,1,bullying,offline,4,3
79,23,1,2,2,bullying,offline,5,5
79,23,1,3,3,bullying,offline,4,4
79,23,1,4,4,bullying,offline,3,4
79,23,1,5,5,bullying,offline,3,2
79,23,1,6,6,bullying,offline,4,4
79,23,1,7,1,bullying,online,4,5
79,23,1,8,2,bullying,online,4,4
79,23,1,9,3,bullying,online,4,4
79,23,1,10,4,bullying,online,4,4
79,23,1,11,5,bullying,online,4,4
79,23,1,12,6,bullying,online,5,5
79,23,1,13,1,harassment,offline,4,5
79,23,1,14,2,harassment,offline,4,4
79,23,1,15,3,harassment,offline,4,4
79,23,1,16,4,harassment,offline,4,4
79,23,1,17,5,harassment,offline,4,5
79,23,1,18,6,harassment,offline,5,4
79,23,1,19,1,harassment,online,4,4
79,23,1,20,2,harassment,online,5,4
79,23,1,21,3,harassment,online,4,4
79,23,1,22,4,harassment,online,4,4
79,23,1,23,5,harassment,online,5,5
79,23,1,24,6,harassment,online,5,4
80,23,1,1,1,bullying,offline,4,4
80,23,1,2,2,bullying,offline,4,3
80,23,1,3,3,bullying,offline,4,4
80,23,1,4,4,bullying,offline,4,2
80,23,1,5,5,bullying,offline,4,5
80,23,1,6,6,bullying,offline,4,4
80,23,1,7,1,bullying,online,5,5
80,23,1,8,2,bullying,online,3,4
80,23,1,9,3,bullying,online,5,5
80,23,1,10,4,bullying,online,3,4
80,23,1,11,5,bullying,online,3,4
80,23,1,12,6,bullying,online,4,4
80,23,1,13,1,harassment,offline,5,5
80,23,1,14,2,harassment,offline,4,4
80,23,1,15,3,harassment,offline,4,5
80,23,1,16,4,harassment,offline,4,5
80,23,1,17,5,harassment,offline,3,4
80,23,1,18,6,harassment,offline,4,5
80,23,1,19,1,harassment,online,2,5
80,23,1,20,2,harassment,online,3,4
80,23,1,21,3,harassment,online,3,4
80,23,1,22,4,harassment,online,4,5
80,23,1,23,5,harassment,online,3,4
80,23,1,24,6,harassment,online,3,4
